department,gender,age,years_of_service,performance_score,trainings_completed,kpi_met,awards_won,is_promoted
HR,Male,27,20,3.9,3,1,0,1
IT,Male,34,2,2.8,3,0,1,1
Operations,Female,34,20,3.6,2,1,1,0
Finance,Male,23,26,3.8,4,0,0,0
Finance,Male,40,27,4.0,0,0,0,1
IT,Male,40,18,3.8,1,1,0,0
HR,Male,59,10,3.0,3,1,0,0
Sales,Female,23,24,3.8,4,1,0,1
HR,Male,47,26,3.9,4,0,0,0
IT,Male,27,21,3.8,3,1,0,0
Finance,Male,41,29,3.4,2,1,0,1
HR,Male,44,7,3.4,2,1,1,1
Finance,Male,36,27,4.0,3,0,0,0
Sales,Female,27,20,3.5,3,1,0,1
Finance,Male,49,26,3.0,8,1,1,1
Finance,Female,56,22,3.3,3,0,0,0
Operations,Female,32,29,4.2,3,0,0,1
Operations,Female,29,28,2.8,5,1,0,1
Marketing,Male,45,14,4.2,1,0,1,0
Operations,Male,42,10,3.5,5,0,0,1
Finance,Female,57,20,2.8,0,0,0,0
IT,Male,28,16,3.9,4,0,0,1
Finance,Female,26,6,3.1,1,1,0,0
IT,Female,50,17,3.5,3,1,0,0
IT,Female,37,6,2.6,1,1,0,1
Operations,Female,27,22,4.2,2,1,1,1
HR,Female,35,18,3.4,0,0,0,1
Sales,Male,23,28,3.2,3,1,0,1
Operations,Female,46,10,3.6,0,1,0,0
Operations,Male,52,10,3.9,3,0,0,1
HR,Male,34,9,3.4,1,1,0,1
Sales,Female,39,22,3.9,2,0,0,1
Finance,Female,38,28,3.5,2,1,0,0
Marketing,Female,49,15,3.5,0,0,0,0
Marketing,Female,33,11,3.1,6,0,0,0
Finance,Male,56,29,4.0,3,1,0,0
Operations,Female,43,7,3.8,1,0,0,1
Sales,Female,22,18,3.8,6,1,0,0
Operations,Female,58,2,4.0,3,1,0,0
IT,Male,42,2,3.0,3,0,0,0
Operations,Male,22,26,3.5,4,0,1,1
Operations,Female,25,13,4.1,5,0,0,0
Finance,Male,53,11,3.5,0,1,0,0
Finance,Male,22,25,3.6,4,1,0,1
Finance,Female,34,19,3.6,1,0,0,1
Marketing,Male,38,29,3.7,2,1,0,1
IT,Male,33,20,2.5,1,1,0,1
Finance,Male,28,1,3.6,3,1,0,1
Sales,Male,24,17,3.7,2,1,0,1
Marketing,Female,47,20,3.7,1,1,0,0
HR,Male,52,18,4.3,2,1,0,0
Sales,Male,57,8,3.2,3,0,1,0
Sales,Female,47,13,4.3,2,1,0,1
Finance,Female,24,4,3.3,6,1,0,0
HR,Female,49,19,2.8,4,0,1,0
HR,Male,38,3,4.3,5,0,0,0
Marketing,Male,59,6,4.0,7,1,0,0
HR,Female,51,28,3.6,4,1,0,0
IT,Male,23,29,3.2,1,1,0,1
Finance,Female,29,6,3.4,3,1,0,0
HR,Male,35,22,3.6,3,1,0,0
Marketing,Male,58,6,4.2,3,1,0,1
IT,Female,56,24,2.8,4,1,0,0
Operations,Female,32,8,3.4,1,1,0,1
Operations,Female,36,25,3.4,2,1,0,0
IT,Male,23,17,3.3,4,1,1,1
Marketing,Male,58,10,3.2,4,1,0,1
IT,Female,53,24,4.3,0,1,0,1
Finance,Female,34,5,3.1,5,0,0,0
Finance,Male,38,19,3.6,2,1,1,1
Operations,Male,36,11,2.9,1,1,0,1
HR,Male,54,10,3.9,5,0,0,0
Marketing,Female,37,3,3.3,2,1,1,1
Operations,Female,34,22,2.4,4,1,0,0
HR,Female,43,24,4.0,2,1,0,1
HR,Male,44,10,3.2,3,1,0,1
Finance,Female,57,2,4.2,2,0,0,0
Sales,Male,31,28,4.0,3,1,0,1
Sales,Male,38,9,3.4,1,0,0,0
IT,Female,51,5,3.7,2,1,0,1
Finance,Male,34,21,3.5,3,0,0,0
HR,Male,51,17,2.8,5,1,0,0
Marketing,Male,51,6,4.2,5,0,0,1
Sales,Male,28,29,3.4,1,0,0,1
HR,Female,31,11,3.5,2,0,0,0
Sales,Female,56,27,3.5,6,1,0,0
Sales,Female,23,5,3.4,2,1,0,1
Sales,Female,51,7,3.8,2,1,0,1
Marketing,Female,40,7,3.5,2,0,0,1
Finance,Male,58,4,3.2,4,0,0,1
Marketing,Male,24,21,3.3,3,1,0,1
Operations,Female,46,10,4.3,2,0,0,1
HR,Male,55,24,3.5,2,1,0,1
Finance,Female,43,18,4.3,3,1,0,0
Finance,Male,59,1,3.0,3,0,1,1
Finance,Female,35,14,3.2,3,1,0,0
Finance,Female,23,6,3.3,2,0,0,0
Marketing,Male,53,11,3.5,3,0,0,1
Finance,Male,24,14,3.1,1,1,0,1
IT,Female,29,20,3.4,6,1,0,1
HR,Male,47,29,3.6,2,1,0,1
Finance,Male,53,26,4.0,4,1,1,1
HR,Female,32,3,2.8,2,1,0,0
IT,Male,22,16,4.0,4,0,0,1
IT,Female,36,16,3.9,2,0,0,1
HR,Male,25,7,3.0,2,1,0,0
Sales,Male,25,8,3.1,2,0,0,1
Operations,Female,49,27,3.7,6,1,0,0
Sales,Male,31,28,3.2,8,1,0,1
Sales,Male,32,4,4.2,3,1,0,0
Marketing,Male,44,12,3.5,6,1,0,0
Sales,Male,24,12,2.9,5,1,0,1
Finance,Male,38,10,2.9,3,1,0,1
Marketing,Male,43,12,2.8,5,0,0,0
Marketing,Male,48,11,3.4,5,1,0,1
IT,Male,37,11,3.5,1,1,0,1
Sales,Female,37,15,3.8,7,0,0,0
IT,Female,24,6,4.1,3,1,1,1
HR,Male,54,29,3.5,2,0,0,1
Operations,Female,23,27,4.1,1,1,0,1
Marketing,Female,48,11,3.1,2,1,0,1
HR,Female,36,2,2.8,2,1,0,1
HR,Female,28,24,3.9,1,1,0,0
Finance,Male,30,22,3.9,2,1,1,1
Operations,Female,27,27,3.6,1,1,0,0
HR,Male,33,9,3.8,4,1,0,0
HR,Male,51,11,2.3,4,1,0,1
Operations,Female,41,16,3.3,4,1,0,0
Operations,Male,41,13,4.1,1,0,0,0
HR,Male,48,13,3.4,2,1,0,1
Operations,Female,41,22,3.8,7,0,0,0
HR,Female,28,22,4.8,1,1,0,1
HR,Female,51,28,4.0,4,1,0,0
Finance,Female,29,18,3.3,3,0,0,0
Sales,Male,23,21,2.6,5,0,0,0
HR,Male,35,25,3.9,3,0,0,1
IT,Female,31,1,2.5,4,1,0,0
Marketing,Male,39,20,3.1,4,0,0,1
Sales,Female,39,10,3.1,2,1,0,0
Sales,Male,37,26,3.4,4,1,1,0
Sales,Male,26,19,3.6,2,0,0,1
Finance,Male,52,17,3.1,2,1,0,0
HR,Female,58,1,4.0,2,0,0,0
Finance,Male,41,1,4.2,1,1,0,0
HR,Male,44,17,3.4,5,1,0,0
Finance,Male,53,15,4.0,3,0,0,0
Finance,Male,38,29,3.2,2,1,0,0
Marketing,Male,34,2,3.0,2,1,0,1
IT,Male,34,11,4.0,6,1,0,0
Finance,Male,38,21,3.6,6,0,0,0
Marketing,Male,36,2,3.7,8,1,0,0
Operations,Male,47,20,4.4,3,0,0,0
IT,Female,49,9,3.8,3,0,0,0
Finance,Female,51,19,4.7,1,0,0,1
Sales,Male,56,2,3.5,1,0,0,0
Operations,Male,43,16,4.3,2,0,0,1
Operations,Male,31,20,3.5,1,1,0,1
Marketing,Female,32,9,2.9,3,0,0,0
Operations,Male,59,20,3.9,5,0,0,1
IT,Male,54,28,3.5,3,0,0,0
Finance,Female,27,21,4.5,4,0,0,1
Finance,Male,58,4,3.8,1,1,0,1
Sales,Female,28,29,4.0,2,1,0,0
Marketing,Male,33,24,2.7,2,1,0,0
Sales,Female,28,13,3.9,1,1,0,1
Operations,Male,23,15,3.5,2,1,0,1
Sales,Female,22,20,3.1,5,0,0,0
IT,Female,44,2,4.2,2,0,1,1
Finance,Male,46,28,2.9,1,1,0,0
Operations,Male,39,20,3.7,4,0,0,1
Sales,Male,28,18,3.2,0,1,0,1
Marketing,Female,24,25,3.6,1,1,0,0
IT,Female,50,27,3.4,2,1,0,1
IT,Male,31,24,3.4,4,0,0,1
Sales,Female,26,9,3.5,4,1,0,0
Finance,Male,55,20,3.0,5,1,0,1
Sales,Male,29,1,4.0,4,0,0,0
Operations,Female,35,3,3.8,2,1,0,0
Sales,Female,27,23,3.0,3,1,0,1
IT,Male,22,17,4.2,6,1,0,1
Sales,Female,54,11,3.9,4,1,0,1
Finance,Female,32,24,3.6,1,0,0,0
Marketing,Female,45,25,2.8,2,1,0,0
HR,Female,31,8,3.2,6,1,0,1
Sales,Female,44,21,2.6,2,1,1,0
Finance,Male,37,12,3.6,2,1,0,1
Finance,Female,58,11,3.9,1,0,0,0
Marketing,Male,37,28,3.1,3,1,0,1
IT,Female,52,13,3.5,3,1,0,0
Finance,Male,27,15,4.0,3,1,0,0
Finance,Female,51,25,3.2,4,1,0,0
Finance,Male,58,20,3.8,3,0,0,1
Finance,Male,22,25,4.6,2,1,0,0
Operations,Male,46,17,3.9,3,1,0,0
Operations,Female,42,12,3.0,4,1,0,0
IT,Female,56,27,3.5,3,1,0,1
Sales,Male,59,19,3.9,5,1,0,1
Finance,Female,26,20,3.7,0,1,0,1
Marketing,Female,33,11,3.0,4,1,0,0
Sales,Female,26,10,3.7,5,0,0,1
Marketing,Male,30,17,3.4,1,0,0,0
Sales,Female,30,28,3.3,3,1,0,1
IT,Female,56,22,3.8,2,0,0,0
Finance,Female,22,13,4.4,4,0,0,1
Finance,Female,31,16,3.1,3,0,1,0
HR,Female,57,20,3.7,4,1,0,0
Marketing,Female,58,20,3.5,1,1,0,1
Sales,Male,56,17,3.8,0,0,0,1
Sales,Male,38,5,3.6,3,0,0,0
Operations,Male,34,9,3.2,5,0,0,0
HR,Male,27,22,3.2,5,1,0,0
Operations,Female,58,24,3.7,0,1,0,1
Operations,Female,53,27,3.6,4,1,0,0
Operations,Female,32,4,3.8,5,1,0,0
Marketing,Male,38,9,2.7,1,1,0,0
Marketing,Male,26,16,4.0,2,1,0,1
IT,Male,27,7,4.2,4,1,0,0
IT,Male,31,14,3.6,4,1,0,0
Operations,Male,54,14,3.8,3,1,0,1
HR,Female,51,7,4.0,2,1,0,0
Sales,Male,42,24,3.4,0,1,0,0
Marketing,Female,38,16,3.6,3,1,1,1
HR,Male,48,18,3.7,4,1,0,0
Finance,Female,24,28,3.2,2,0,0,0
Marketing,Female,50,6,3.6,1,1,0,1
Marketing,Female,23,7,2.5,1,0,0,1
IT,Female,50,19,3.2,3,0,0,0
Sales,Female,57,8,4.2,2,0,0,0
Sales,Female,55,1,3.7,4,0,0,0
Finance,Female,58,17,3.1,3,0,0,1
Finance,Male,22,26,2.9,1,1,0,1
Marketing,Male,47,19,4.8,5,1,0,1
Operations,Male,22,22,3.1,2,0,0,1
IT,Female,25,7,3.3,5,0,0,1
IT,Male,35,18,3.8,2,0,0,1
Marketing,Female,39,6,3.1,2,1,0,0
HR,Female,55,28,3.7,3,1,0,1
Operations,Male,22,21,3.5,5,1,0,0
Marketing,Male,43,6,2.9,4,1,0,0
Operations,Female,37,1,3.5,2,1,0,1
Operations,Male,43,10,3.7,2,0,0,1
Operations,Female,37,23,3.0,2,1,0,1
Marketing,Male,49,8,3.8,3,0,0,0
IT,Female,49,7,3.8,3,1,0,1
IT,Male,43,9,3.0,4,0,0,0
Operations,Female,27,1,3.7,1,1,0,1
HR,Female,46,26,3.6,7,1,0,0
Sales,Male,23,25,3.3,1,1,0,1
Marketing,Male,28,11,3.4,5,1,0,1
Sales,Male,38,27,3.7,1,0,0,1
HR,Female,56,29,3.2,1,1,0,0
Marketing,Female,41,3,3.8,1,1,1,0
Operations,Male,23,18,3.1,1,1,0,1
IT,Male,28,6,3.1,9,1,0,1
Sales,Male,53,11,2.9,5,0,0,0
Finance,Female,40,5,2.6,4,0,0,0
Finance,Female,33,20,3.6,3,1,0,0
HR,Male,30,4,2.5,3,0,0,1
Operations,Female,48,8,3.7,4,0,1,0
Sales,Female,35,10,3.5,5,1,0,0
Operations,Female,23,29,4.4,2,0,0,1
Sales,Female,42,3,3.8,2,1,0,0
HR,Female,25,13,3.8,2,0,0,0
HR,Female,42,17,3.2,4,1,0,1
Finance,Male,43,5,3.2,3,1,0,0
Operations,Female,23,8,3.3,3,1,0,0
Marketing,Male,38,19,3.5,2,1,0,1
Finance,Male,40,18,3.2,3,1,0,1
Operations,Male,45,1,3.8,2,1,1,0
Finance,Female,41,29,3.3,2,0,0,1
Marketing,Male,59,4,4.1,2,1,0,0
IT,Male,33,27,3.1,3,1,0,1
IT,Male,46,18,3.9,3,1,0,0
IT,Male,44,14,4.5,7,0,0,1
IT,Male,55,24,4.4,4,1,0,1
Sales,Female,53,11,3.1,0,0,0,0
IT,Female,45,29,4.1,6,1,0,1
Marketing,Male,46,26,2.4,6,1,0,0
HR,Female,24,28,2.7,1,1,0,1
HR,Female,46,9,3.8,4,1,1,1
Sales,Male,49,13,3.7,5,1,0,0
IT,Female,33,26,3.8,6,0,0,1
IT,Female,47,17,3.3,1,1,0,1
IT,Male,29,15,2.9,1,1,1,1
Finance,Male,26,2,2.6,3,1,0,1
Operations,Female,32,6,3.1,5,1,0,1
Finance,Female,56,29,3.8,3,1,0,0
Operations,Male,48,26,3.9,7,1,1,1
IT,Female,59,28,3.6,4,0,0,0
IT,Male,40,7,3.6,3,1,0,0
Finance,Female,53,2,4.3,5,1,0,0
Finance,Male,49,24,4.2,3,0,0,0
Operations,Male,57,13,4.0,6,0,1,1
HR,Female,39,10,4.1,3,1,1,0
Operations,Male,31,16,3.7,1,0,0,0
Finance,Male,53,9,3.7,2,1,0,0
Marketing,Female,39,8,3.1,1,0,0,0
Finance,Female,33,25,3.7,1,1,0,1
Marketing,Male,29,15,3.2,2,0,0,0
Sales,Female,54,22,4.1,2,0,0,1
Finance,Male,59,27,3.8,1,1,0,0
Sales,Male,35,7,3.3,2,1,0,0
HR,Male,23,22,3.9,3,1,0,0
Operations,Male,30,23,4.1,2,1,0,0
Marketing,Female,26,19,3.1,0,0,0,0
Operations,Male,55,4,3.4,5,0,0,0
Sales,Female,40,9,3.0,2,0,0,0
Marketing,Male,28,19,3.5,6,1,0,0
Operations,Female,38,2,4.2,5,1,0,1
Finance,Female,47,28,3.5,4,0,0,1
IT,Female,48,29,3.8,0,0,0,0
Sales,Male,49,27,3.2,6,1,0,1
Operations,Male,41,7,3.9,4,1,0,1
Sales,Male,27,22,3.5,6,1,0,1
Sales,Female,29,19,3.9,4,0,0,0
Marketing,Male,53,6,3.9,2,1,0,1
Marketing,Female,40,15,3.0,2,1,0,0
IT,Female,53,7,3.2,8,0,0,1
Finance,Male,40,6,3.3,3,1,0,1
Sales,Female,45,1,4.4,5,1,0,1
Operations,Female,45,28,4.2,1,1,0,0
HR,Female,38,14,3.6,4,1,0,0
Sales,Male,39,1,4.9,6,1,0,1
Sales,Male,33,25,2.8,2,1,0,1
IT,Male,44,6,3.4,1,1,0,1
Finance,Female,39,28,4.1,4,0,1,0
HR,Female,37,18,3.5,3,1,0,1
Marketing,Male,37,27,3.1,3,1,0,0
Marketing,Female,57,17,3.7,2,1,0,0
Operations,Male,44,27,4.8,1,0,0,0
HR,Female,43,28,3.1,3,0,0,0
Marketing,Female,54,2,3.1,4,1,0,0
Operations,Female,45,8,3.0,3,1,0,0
Finance,Female,41,21,3.3,6,0,0,0
Operations,Male,54,23,4.0,2,0,1,1
Marketing,Male,52,23,4.3,1,0,1,1
IT,Female,29,2,2.9,1,1,1,0
IT,Male,31,16,3.8,1,1,0,1
IT,Male,22,4,3.9,5,0,0,1
Marketing,Female,42,2,3.2,4,1,0,0
IT,Male,46,23,3.9,3,1,0,1
HR,Female,53,5,3.7,3,1,0,0
Finance,Female,31,17,4.0,0,0,0,0
Operations,Female,30,2,2.4,4,1,0,0
Operations,Female,41,22,3.6,3,1,0,1
Marketing,Female,41,14,3.9,4,0,0,0
IT,Female,28,20,4.0,2,1,0,1
IT,Female,32,7,3.9,1,1,0,0
Sales,Male,42,15,2.9,1,1,0,0
Finance,Female,59,18,4.2,5,0,1,1
HR,Female,40,13,3.9,2,0,0,0
Operations,Male,36,12,3.5,5,0,0,0
Sales,Male,27,2,3.5,2,1,0,0
Sales,Female,31,12,4.4,5,1,0,1
Marketing,Male,37,6,3.9,3,1,1,1
Operations,Female,32,24,3.6,4,0,0,0
Marketing,Female,56,29,3.1,4,0,0,0
HR,Male,29,1,3.4,1,1,0,0
Sales,Female,49,21,3.1,3,1,0,1
Sales,Male,24,1,2.6,1,0,0,0
Finance,Female,23,15,3.6,2,1,0,0
HR,Male,35,27,2.6,4,0,0,0
Sales,Female,50,16,3.2,3,1,0,1
HR,Male,24,22,3.3,3,0,0,0
Operations,Male,22,7,2.8,6,0,0,1
IT,Male,36,22,4.0,1,0,0,1
Sales,Male,41,14,3.4,3,0,0,0
Finance,Female,43,29,2.4,2,0,0,0
Operations,Male,55,25,3.9,6,1,0,1
HR,Male,54,19,4.4,0,1,1,1
Marketing,Female,30,24,3.6,4,0,1,0
Operations,Female,24,19,3.8,6,0,0,1
Sales,Female,23,27,3.7,4,1,0,0
HR,Female,25,28,3.8,4,1,0,1
IT,Male,37,29,3.2,3,0,0,1
Operations,Male,54,29,3.1,3,1,0,0
Sales,Female,30,23,3.0,3,0,0,0
Finance,Female,59,13,3.6,3,0,0,1
Marketing,Female,39,21,3.8,2,0,0,1
HR,Male,37,12,3.8,1,1,0,0
Operations,Male,29,29,3.3,3,0,1,1
Operations,Male,44,1,3.4,4,1,0,0
IT,Female,57,27,3.4,4,0,0,0
IT,Female,24,12,3.2,3,0,0,0
Finance,Male,36,4,2.5,1,0,0,0
Marketing,Male,59,29,3.4,3,1,0,0
Finance,Female,54,27,3.4,2,1,0,0
Sales,Female,39,15,3.5,4,1,0,0
Sales,Male,44,25,3.2,3,1,0,1
Finance,Female,24,16,3.6,3,1,0,0
Marketing,Female,51,15,4.9,2,1,0,1
Finance,Female,38,8,3.9,3,0,0,0
Marketing,Female,53,19,3.3,0,1,0,1
Marketing,Male,28,15,3.4,4,1,0,1
HR,Male,35,18,3.4,1,1,0,0
Marketing,Female,36,11,3.6,5,0,0,0
IT,Male,33,9,3.5,3,1,0,0
Marketing,Female,29,1,3.3,2,0,0,0
Marketing,Female,37,9,3.2,4,0,1,1
Marketing,Female,55,28,3.8,1,0,0,1
Sales,Male,45,23,3.4,7,0,0,1
IT,Male,50,12,3.8,2,1,1,1
IT,Female,37,2,3.4,3,1,0,1
Finance,Male,26,11,2.6,3,1,0,1
HR,Female,26,21,3.0,5,1,0,0
Marketing,Female,51,14,2.7,3,0,0,1
Operations,Male,26,2,3.6,0,0,0,0
HR,Female,34,15,2.7,2,1,1,1
HR,Male,56,21,3.3,3,0,0,0
IT,Male,46,23,3.3,5,0,0,1
HR,Female,35,21,3.4,3,1,0,1
Marketing,Female,47,18,3.9,3,0,0,0
Marketing,Male,39,27,4.0,4,1,0,1
Sales,Female,41,14,3.1,6,1,0,1
Marketing,Male,55,21,3.5,2,0,1,1
Marketing,Male,28,28,3.3,6,1,0,0
IT,Male,31,12,3.7,1,1,0,0
Marketing,Female,36,10,3.5,5,0,0,0
Sales,Male,38,14,3.7,2,1,0,0
Operations,Female,32,22,2.9,2,1,0,0
IT,Female,55,15,3.6,3,1,0,1
Operations,Female,48,5,2.8,3,0,0,0
IT,Male,42,2,3.1,1,1,0,0
Finance,Male,52,22,3.6,4,1,0,0
HR,Male,25,6,2.5,2,1,1,0
Finance,Female,38,12,2.4,2,0,0,1
Marketing,Female,41,2,2.9,2,1,0,1
Operations,Female,46,29,3.0,3,0,0,0
Marketing,Female,44,29,3.1,5,0,1,1
HR,Male,36,4,3.2,2,1,0,0
IT,Female,54,7,3.7,1,0,1,0
HR,Female,40,16,4.5,1,0,0,1
Sales,Male,36,1,3.2,0,0,1,0
HR,Male,26,1,3.7,2,1,0,1
Sales,Female,37,14,4.1,1,1,0,0
HR,Female,53,11,4.0,5,1,0,0
Sales,Male,43,12,3.1,1,0,0,0
Operations,Female,53,11,3.9,1,0,0,1
Marketing,Male,34,6,4.1,1,0,0,1
Marketing,Male,59,23,4.3,3,0,0,0
Finance,Female,47,12,4.3,3,1,0,1
Marketing,Female,38,21,2.9,4,1,0,1
IT,Female,26,12,3.6,1,0,0,0
HR,Male,54,10,3.2,4,1,0,0
Finance,Male,48,8,2.8,2,1,0,0
IT,Male,26,27,3.7,3,1,0,1
IT,Male,58,20,3.6,5,1,0,1
Sales,Male,28,19,3.6,2,1,1,0
Marketing,Male,39,7,3.3,4,1,0,0
Operations,Male,52,14,4.7,7,0,0,1
Operations,Male,27,4,4.3,0,1,1,1
Finance,Female,23,1,3.3,1,1,0,0
Operations,Male,34,27,3.5,2,1,0,1
HR,Male,32,8,3.7,0,1,0,0
Operations,Female,47,5,4.0,3,1,0,0
Finance,Male,42,29,3.7,2,0,0,1
Operations,Female,23,8,3.6,4,0,1,0
HR,Male,41,8,2.8,4,1,0,1
Sales,Male,38,28,4.5,4,1,0,1
Finance,Male,37,21,3.2,5,1,0,1
Sales,Male,26,24,4.0,4,1,0,0
Sales,Female,35,7,3.5,2,0,0,0
Sales,Female,45,29,4.1,6,1,0,0
IT,Male,25,19,2.8,2,1,0,0
Marketing,Male,45,4,3.2,5,0,0,1
IT,Female,30,27,3.4,3,1,0,0
Marketing,Male,24,28,3.0,3,0,0,1
Sales,Female,30,29,3.2,4,0,0,0
Finance,Male,39,23,4.1,2,1,0,1
Marketing,Female,57,20,3.8,1,1,1,1
HR,Male,40,6,4.2,2,0,0,0
HR,Male,45,12,3.5,5,1,0,1
Operations,Female,25,18,3.4,2,0,0,1
Marketing,Female,30,12,2.8,0,0,0,0
Finance,Male,54,18,4.0,3,1,0,1
IT,Female,22,3,3.4,4,1,0,1
Sales,Female,56,10,3.6,3,1,0,0
Operations,Male,31,7,3.2,5,0,0,0
HR,Female,33,3,4.9,2,1,1,1
IT,Male,39,28,3.6,4,1,0,0
IT,Female,35,19,3.1,2,1,0,0
Sales,Female,31,13,2.9,3,0,0,0
Marketing,Male,31,4,3.8,3,0,0,1
HR,Male,39,10,3.1,5,1,0,1
Finance,Male,45,6,3.3,3,0,0,1
IT,Male,22,1,2.7,2,0,0,1
Sales,Female,51,6,3.5,1,0,0,1
Finance,Male,36,8,3.5,0,0,0,0
Marketing,Male,29,28,4.4,4,0,0,0
HR,Female,56,15,3.2,0,1,0,0
Marketing,Female,39,8,2.4,3,0,0,0
IT,Male,37,22,3.4,5,1,0,0
Finance,Female,42,6,4.2,9,0,1,0
Finance,Female,36,29,3.8,2,0,0,1
Finance,Female,26,19,4.0,3,0,0,0
IT,Female,28,14,3.7,4,1,0,0
IT,Female,28,2,3.3,3,0,0,0
Marketing,Male,48,7,2.9,1,1,0,1
Operations,Male,46,8,3.0,1,1,0,1
Marketing,Female,43,10,3.2,3,1,0,0
HR,Female,34,13,3.8,4,1,0,0
Sales,Female,38,22,3.5,7,1,0,1
Finance,Female,34,21,2.6,2,1,0,0
Operations,Male,47,20,3.7,4,1,0,0
Sales,Female,30,1,4.1,2,0,0,0
Operations,Female,26,9,2.7,1,0,0,0
Marketing,Female,54,27,3.8,2,1,0,1
IT,Male,25,10,2.4,5,0,0,1
Finance,Male,49,20,3.1,4,1,0,1
Marketing,Female,47,2,2.9,6,0,0,1
Sales,Male,25,20,3.8,7,0,0,0
Sales,Female,37,29,4.3,4,0,0,1
Sales,Male,58,11,4.0,5,0,0,1
Sales,Female,43,5,4.0,0,0,1,1
Sales,Female,57,18,3.0,3,0,0,0
Operations,Female,59,7,3.8,3,0,0,1
Marketing,Male,56,3,3.6,6,1,0,0
Finance,Female,46,16,2.9,1,0,0,1
IT,Female,29,15,4.0,1,1,0,0
IT,Male,38,8,3.7,6,1,0,0
Marketing,Female,39,20,3.4,4,1,0,0
Marketing,Male,33,28,3.9,3,1,0,0
IT,Male,54,27,3.6,3,1,0,0
IT,Male,44,5,4.1,2,1,0,1
Operations,Female,33,3,4.4,4,1,0,0
HR,Male,32,29,3.4,3,1,0,1
Finance,Female,34,27,3.4,2,0,0,0
Sales,Male,56,5,3.3,2,1,0,1
HR,Male,48,9,3.5,3,0,0,0
Marketing,Female,46,27,4.2,2,0,0,0
IT,Female,24,16,3.0,4,0,0,1
HR,Female,46,29,2.8,2,1,0,1
Finance,Male,31,14,3.6,1,1,0,1
Marketing,Male,38,18,3.5,6,1,0,0
Sales,Female,24,7,3.6,0,0,0,0
Sales,Female,43,15,2.5,3,0,0,0
Finance,Male,59,26,4.3,4,0,0,1
Finance,Male,35,8,3.6,4,1,0,0
IT,Female,48,3,4.7,4,0,1,1
Sales,Male,41,11,3.7,2,1,0,1
Marketing,Female,39,20,3.3,2,1,0,1
HR,Male,34,29,3.6,4,1,0,0
Marketing,Male,27,27,4.2,2,0,0,0
Operations,Female,31,26,3.1,2,1,0,0
Operations,Male,58,18,3.8,2,0,0,1
Finance,Male,50,15,3.7,2,1,0,0
IT,Female,27,10,3.8,3,0,1,1
Operations,Male,32,29,3.0,2,1,0,0
Sales,Male,46,25,3.8,4,1,0,0
Marketing,Female,51,3,3.8,3,1,0,1
Marketing,Male,41,15,4.3,6,1,0,0
Finance,Male,58,25,4.4,4,0,0,0
HR,Male,37,29,3.7,5,1,0,1
Finance,Female,52,23,3.6,3,1,0,1
HR,Female,50,6,3.0,0,1,0,1
Finance,Female,27,11,3.4,2,0,1,0
Finance,Male,50,28,3.3,5,1,0,0
Finance,Female,53,11,4.0,6,1,0,1
HR,Female,30,19,3.7,2,0,0,1
HR,Male,58,27,3.0,6,1,0,0
Finance,Female,44,23,3.1,2,1,0,1
Operations,Female,37,27,4.8,4,1,0,1
IT,Female,39,3,3.3,2,1,0,1
IT,Female,40,13,3.8,3,0,0,0
IT,Male,23,27,3.5,1,0,0,1
HR,Male,31,22,3.4,2,1,0,1
HR,Male,33,8,4.1,3,0,0,0
Operations,Male,39,21,3.3,6,1,0,0
IT,Male,40,11,3.3,3,1,1,1
IT,Female,59,11,4.2,8,1,0,1
Finance,Male,58,13,3.3,4,1,0,1
HR,Male,48,3,2.8,3,0,0,1
IT,Female,35,6,2.9,4,0,0,0
Marketing,Male,55,24,3.8,4,0,0,1
Operations,Female,23,10,3.1,3,1,0,1
Marketing,Female,54,19,4.1,3,0,1,1
Marketing,Male,40,12,3.5,3,1,0,0
Operations,Male,48,29,3.9,0,1,0,0
Marketing,Male,51,14,3.7,0,1,0,1
IT,Female,28,11,4.0,4,0,1,1
HR,Male,48,27,4.4,2,1,0,0
Operations,Female,42,21,3.8,1,1,0,0
Finance,Female,28,25,3.8,1,1,0,1
Marketing,Male,46,26,4.1,0,0,0,1
Operations,Female,59,10,3.2,4,1,0,1
Sales,Male,39,3,3.8,2,1,0,1
Sales,Female,54,13,3.0,2,1,0,0
HR,Male,54,28,3.1,3,1,0,0
IT,Female,53,27,3.3,1,0,0,0
HR,Male,46,18,4.1,5,0,0,1
HR,Female,35,27,3.4,1,1,0,0
HR,Male,59,13,3.1,5,1,0,0
HR,Male,59,24,3.9,2,1,0,0
Finance,Female,25,14,2.7,3,0,0,0
Finance,Male,39,14,2.6,2,1,0,1
Operations,Female,31,7,3.4,9,1,0,0
Sales,Female,56,12,3.4,5,0,0,0
HR,Male,56,25,4.0,4,1,0,0
Operations,Male,44,4,4.1,2,0,0,1
Sales,Male,46,16,3.4,4,1,0,0
Marketing,Female,22,19,3.4,8,0,0,1
IT,Male,39,10,3.1,5,1,0,1
Finance,Male,36,16,3.4,4,1,0,0
Marketing,Male,46,5,2.2,3,0,0,0
Sales,Male,53,27,3.3,1,1,0,0
Marketing,Female,41,16,3.5,6,1,0,1
IT,Male,38,1,3.1,4,1,0,1
Sales,Female,32,5,3.2,3,1,0,0
Marketing,Female,34,13,3.4,4,0,0,0
Finance,Female,46,13,3.5,2,0,1,1
